Content,Page URL,Post media content,Reactions,Comments,Reposts,Poster,Poster_Link,Location
"H•O•M•EAfter 26 hours of travelling, I rolled up at my Kam Lake home Wednesday afternoon. It felt so, so good. The common question is: how does it feel? I think I answer for many that it feels so good and so strange at the same time. A lot hasn’t changed but there are also some drastic changes and coming home after a hasty departure leaves a lot of evidence of how unplanned it was and the urgency in leaving. … See more",https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9IiwicnBfYXV0aG9yOjAiOiJ7XCJuYW1lXCI6XCJtZXJnZWRfcHVibGljX3Bvc3RzXCIsXCJhcmdzXCI6XCJcIn0iLCJycF9sb2NhdGlvbjowIjoie1wibmFtZVwiOlwibG9jYXRpb25cIixcImFyZ3NcIjpcIjExNDQ1OTk5ODU3MTE4MlwifSJ9,https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-6/375753044_791706129627114_2848858719051010134_n.jpg?stp=dst-jpg_p960x960&_nc_cat=109&ccb=1-7&_nc_sid=3635dc&_nc_ohc=40NpM35VI-0AX_o5pgB&_nc_ht=scontent-iad3-2.xx&oh=00_AfCLeL8o3a-9RuefpUDmemMRGKOGXKopgbPGPveIqCsndg&oe=65E589CE,10,1 comment,1 comment,North Country Design Co.,https://www.facebook.com/ravencreativeyk?__cft__[0]=AZWRoefMJ7hmYdAv6-exM4g8EPFVu3ciIh8nu3_zZ-lmYenmoVW7tW4dSQVZEh1VWTPcAK80jnv5zeETs5bpZcA14Smv6yp0Eca5e_cl_Gte1KdSEV6tXwGMjESCr1nSteE&__tn__=-]C%2CP-R,"Yellowknife, NT"
"Felt strange driving north towards NWT while everyone else was southbound due to mandatory evacuation. Sadness set in passing through Enterprise seeing the utter destruction of 90% of the town and blackened earth for 30km beyond. So far Yellowknife has been spared, they've built a firewall around the city and are continuously waterbombing and spraying fire retardant. It's cooled off a bit and rained some, but next week is supposed to warm up. Many good people trying to save t… See more",https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9IiwicnBfYXV0aG9yOjAiOiJ7XCJuYW1lXCI6XCJtZXJnZWRfcHVibGljX3Bvc3RzXCIsXCJhcmdzXCI6XCJcIn0iLCJycF9sb2NhdGlvbjowIjoie1wibmFtZVwiOlwibG9jYXRpb25cIixcImFyZ3NcIjpcIjExNDQ1OTk5ODU3MTE4MlwifSJ9,,33,8 comments,8 comments,,,
"Good morning from Yellowknife. Here's a view of the new trail/fire break behind Niven. Re-entry operations are going better than expected. The highway is clear of smoke and supports (fuel, tow trucks, etc) are in place. Air schedules are being finalized with some commercial flights starting to come into play later this week. Almost home Yellowknife, can't wait to see you. #nwt #yzf #wildfires",https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9IiwicnBfYXV0aG9yOjAiOiJ7XCJuYW1lXCI6XCJtZXJnZWRfcHVibGljX3Bvc3RzXCIsXCJhcmdzXCI6XCJcIn0iLCJycF9sb2NhdGlvbjowIjoie1wibmFtZVwiOlwibG9jYXRpb25cIixcImFyZ3NcIjpcIjExNDQ1OTk5ODU3MTE4MlwifSJ9,https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-6/375739407_10159969301481302_168294699134655345_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=dd5e9f&_nc_ohc=jOveGZD9UxoAX8NKImg&_nc_ht=scontent-iad3-2.xx&oh=00_AfC3W6cExaKY1S1YRUr3KyNEESMb7UkDlYr_x_O1eKT6fA&oe=65E52A0C,82,32 comments,32 comments,Kieron Testart,https://www.facebook.com/profile.php?id=581601301&__cft__[0]=AZUGgzGSgowYEiFY8EYtjpWFY-1HqB7l0Hbt9m_h21TlBYb-_-PrXBILx7n5zZZPTSPdI7CFXuco3s509EAXH8PtU5eYgIGIq26PLwmCsvnNOwVUGTgZ4bn0Q4SyfsiwbhQ&__tn__=-]C%2CP-R,"Yellowknife, NT"
"You know what they say, a family that fire smarts together... well, actually, what they say is that any fire smarting you can do is a huge help in protecting against wild fires. Check out: firesmartcanada.ca/homesowners/protect-your-home  #firesmart #firesafety",https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9IiwicnBfYXV0aG9yOjAiOiJ7XCJuYW1lXCI6XCJtZXJnZWRfcHVibGljX3Bvc3RzXCIsXCJhcmdzXCI6XCJcIn0iLCJycF9sb2NhdGlvbjowIjoie1wibmFtZVwiOlwibG9jYXRpb25cIixcImFyZ3NcIjpcIjExNDQ1OTk5ODU3MTE4MlwifSJ9,https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-6/366374184_703665888239936_8674325309982636811_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=3635dc&_nc_ohc=RpIAhgTrYUoAX9U-OTq&_nc_ht=scontent-iad3-1.xx&oh=00_AfBcVmZoYBMKduDxBEe_APuRvHGqxs6Yi-q01uz4S8NS2A&oe=65E58DC3,58,9 comments,9 comments,Caroline Wawzonek,https://www.facebook.com/cwawzonek?__cft__[0]=AZVYq7ypYjAcsQqXO2-Dk66iWnn59O5f5feH37kna5iU4GPxDBbDysfU-mOBP4YGzgvgCAwTYH5QqHgEsqzOuN358JQdF3b0cDzwEdzjBwjxP3FmNzmK-zYpS2zxWhzHakI&__tn__=-]C%2CP-R,"Yellowknife, NT"
"Experienced the most eerie morning in Yellowknife in my entire life. It has been almost 2 weeks since I returned home from the 3+ week evacuation (forest fires); came out of the gym this morning to a very dark and deep red/orange sky, which then turned to orange and now its a sickly yellow (the sun has no chance of peeking through anywhere!). The air quality and smoke is as bad as it was before we left on Aug 16... but this morning, the sky was like none other.  .I haven't … See more",https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9IiwicnBfYXV0aG9yOjAiOiJ7XCJuYW1lXCI6XCJtZXJnZWRfcHVibGljX3Bvc3RzXCIsXCJhcmdzXCI6XCJcIn0iLCJycF9sb2NhdGlvbjowIjoie1wibmFtZVwiOlwibG9jYXRpb25cIixcImFyZ3NcIjpcIjExNDQ1OTk5ODU3MTE4MlwifSJ9,https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-6/382579838_1058496665400977_5717606762758710244_n.jpg?stp=dst-jpg_p600x600&_nc_cat=100&ccb=1-7&_nc_sid=3635dc&_nc_ohc=ldXJiiXlXXcAX-lTzwi&_nc_ht=scontent-iad3-2.xx&oh=00_AfCiw4VVim927WyNUzb4mbfZS1AOKM4QwPuK21laMALn7w&oe=65E533CF,62,9 comments,9 comments,Tawna Brown Photography,https://www.facebook.com/tawnabrownphotography?__cft__[0]=AZUio1DICfDB40bVDs5EtY2jSRFU1BNUGoYxygn44z5Eqfsh5DZEcwQqlLDH6W5Xf84mTx1dWnKlQrp_53tZYzbLEpG1ioMDgzCmHNXa-BBLr5OWJz4UC_LmTwhSRxH4LOM&__tn__=-]C%2CP-R,"Yellowknife, NT"
"Although it was very exciting to head home to #Yellowknife, we witnessed the ravages of the #wildfires in #Enterprise, #McNallieCreek, #AlexandraFalls, #Kakisa and #Behchoko.  Shout out to everyone involved in the logistics of the re-entry in the City!!",https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9IiwicnBfYXV0aG9yOjAiOiJ7XCJuYW1lXCI6XCJtZXJnZWRfcHVibGljX3Bvc3RzXCIsXCJhcmdzXCI6XCJcIn0iLCJycF9sb2NhdGlvbjowIjoie1wibmFtZVwiOlwibG9jYXRpb25cIixcImFyZ3NcIjpcIjExNDQ1OTk5ODU3MTE4MlwifSJ9,https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-6/375061980_10161855243422223_7746548428095183833_n.jpg?stp=cp6_dst-jpg_p960x960&_nc_cat=102&ccb=1-7&_nc_sid=dd5e9f&_nc_ohc=deJxAeeJvNYAX_zCv8F&_nc_ht=scontent-iad3-1.xx&oh=00_AfCw7heJXCgoLtEYho-ULGJCypby7B68WPFjocqY0r0x5g&oe=65E6021F,49,5 comments,5 comments,Marie-Eve LaRocque,https://www.facebook.com/marieeve.larocque.94?__cft__[0]=AZXoNOLETlJHnDYECy7m7_BSpgvqp738HgwyrmWGDoYfYYsY3WN2fjaUdCJ7hmSu-4Lar27BmDhJ3rSNcy8X7PW7A8WXcX-fqzpD7MXjvWzurfHwiycMo2BbN3zM0S0IJTE&__tn__=-]C%2CP-R,"Yellowknife, NT"
"As many of you know some of our tours have been cancelled due to the threat of wildfire to Yellowknife and the evacuation of our capital city. We were very much looking forward showing you our extraordinary city and natural highlights and are very sorry for the unfortunate need to cancel your tour.As we await updates from government officials about when it will be safe to return to Yellowknife, we do not have normal business operations and communications and we thank you … See more",https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9IiwicnBfYXV0aG9yOjAiOiJ7XCJuYW1lXCI6XCJtZXJnZWRfcHVibGljX3Bvc3RzXCIsXCJhcmdzXCI6XCJcIn0iLCJycF9sb2NhdGlvbjowIjoie1wibmFtZVwiOlwibG9jYXRpb25cIixcImFyZ3NcIjpcIjExNDQ1OTk5ODU3MTE4MlwifSJ9,https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-6/370141250_965265397895424_6535875966692526518_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=3635dc&_nc_ohc=pR1YvO_svygAX-xJNpr&_nc_ht=scontent-iad3-2.xx&oh=00_AfCZLnow4P2KMV837DLaTWUT38_rOIyzXrrHUwwBj6_ulw&oe=65E637DF,11,,,My Backyard Tours,https://www.facebook.com/mybackyardtours?__cft__[0]=AZWEysNDrvpIjRZyL6w8_cN0VDF3LEnrt6176KwAcqCSPaf0MN3R9GmyeyQwSB23u3Pt7tbWNkxj_qfGtRt6_WN8KKYLTnjw6x3VZ6im8qgWjZ3wPEL40WngSTj6bV-P-O4&__tn__=-]C%2CP-R,"Yellowknife, NT"
Fire is surrounding Yellowknife and there’s no where to go  23 kilometres away now,https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9IiwicnBfYXV0aG9yOjAiOiJ7XCJuYW1lXCI6XCJtZXJnZWRfcHVibGljX3Bvc3RzXCIsXCJhcmdzXCI6XCJcIn0iLCJycF9sb2NhdGlvbjowIjoie1wibmFtZVwiOlwibG9jYXRpb25cIixcImFyZ3NcIjpcIjExNDQ1OTk5ODU3MTE4MlwifSJ9,https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-6/367698226_2325653290929295_2961812089576427212_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=dd5e9f&_nc_ohc=jUHrAWSQINMAX9fEHTH&_nc_ht=scontent-iad3-1.xx&oh=00_AfDiUl13lvsg1UIisSjIDJM7N-XskWG-AF64Ioy3avoOKg&oe=65E5D94D,1,1 comment,1 comment,Behchoko Ben,https://www.facebook.com/profile.php?id=100004539405193&__cft__[0]=AZWF8xyQuzBWFKD8DUYdIRQrkHiZddSkhrV-mYerhbNoyyAAH53tfpuCwvMqxjSHq2vl9K2krPqBICtXbNIwUNjAUM-kqHRRjIRiTt3CrvhlDNcy0IUKX9NZnuXRhVcWCkc&__tn__=-]C%2CP-R,"Yellowknife, NT"
"Air evacuations are to begin for people in the path of wildfires in Canada’s Northwest TerritoriesCanadian officias say air evacuations were to begin for people in the path of wildfires in the Northwest Territories as the blazes neared Yellowknife, a city of 20,000 peopleYELLOWKNIFE, Northwest Territories -- Air evacuations were to begin Thursday to move residents in the capital of Canada's Northwest Territories out of the path of wildfires that neared the city of 20,000 … See more",https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9IiwicnBfYXV0aG9yOjAiOiJ7XCJuYW1lXCI6XCJtZXJnZWRfcHVibGljX3Bvc3RzXCIsXCJhcmdzXCI6XCJcIn0iLCJycF9sb2NhdGlvbjowIjoie1wibmFtZVwiOlwibG9jYXRpb25cIixcImFyZ3NcIjpcIjExNDQ1OTk5ODU3MTE4MlwifSJ9,https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-6/366029478_254757900783709_2781230887526216566_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=3635dc&_nc_ohc=BbAAhJy0NM8AX-iXsPW&_nc_ht=scontent-iad3-1.xx&oh=00_AfAznGY0mROna7aCpQpjoo2JsRiQqyjvnCDt78EV7Gg_Pw&oe=65E5379E,10,,,George Robert Vitkos,https://www.facebook.com/GVitkosPress?__cft__[0]=AZUwYhYaeva1XC147YOg3Sz4jnr_g66S1WJjZKFfiuDa7fYhYAXuvtKQKS18l0G5M3OcwTlhB-dHY2f0WjmiUHK69BsaqRoolxTvMvvoXkvh5-Dw27jPfi6tyhH_1b6521I&__tn__=-]C%2CP-R,"Yellowknife, NT"
"After over 3 weeks of evacuation I’m finally home! So happy to see so many people returning and businesses start to open back up here in YK.Thank you to all of the fire crew who have been working tirelessly around the clock to keep structures and homes safe, it was obvious how much work they’ve done when driving into town.Some communities like Fort Smith & Hay River remain evacuated, so keep them in your thoughts! Hopefully they are also allowed to return home soon!",https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9IiwicnBfYXV0aG9yOjAiOiJ7XCJuYW1lXCI6XCJtZXJnZWRfcHVibGljX3Bvc3RzXCIsXCJhcmdzXCI6XCJcIn0iLCJycF9sb2NhdGlvbjowIjoie1wibmFtZVwiOlwibG9jYXRpb25cIixcImFyZ3NcIjpcIjExNDQ1OTk5ODU3MTE4MlwifSJ9,https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-6/376704946_10161031923959189_1939250586111615727_n.jpg?stp=cp6_dst-jpg_p960x960&_nc_cat=111&ccb=1-7&_nc_sid=dd5e9f&_nc_ohc=Extc_lp6VHgAX-unMPK&_nc_ht=scontent-iad3-2.xx&oh=00_AfD24He3JgTaRzRjwwp7tOHQnsMba124rA5W3cWk9qIE-Q&oe=65E5D695,47,3 comments,3 comments,Kyle MacPhee,https://www.facebook.com/kyle.macphee?__cft__[0]=AZWdEVXFe-LeK5FzlzFt9I24nxsSZpHYx30tNhHjn-JY0sFiekNReXyjV5UIrJhHZeLAo0GgBA0Yt_Q5cCOcdgJyKoop-WjsMEGiM69QzhXdU7crRs8gYVD2fpCR60lwLcQ&__tn__=-]C%2CP-R,"Yellowknife, NT"
"Friends, pray for gentle winds and heavy rain.  Fort Smith (where my parents and sisters live and where we lived for 3 years) is under an execution alert as fires approach from every direction, and Yellowknife is now cut off again as fire burns over the highway, and fires approach from the north, east, and west.  Pray for those who have lost their homes this fire season, for the safety of the exhausted firefighters and airtanker crews, and for those (like me) with asthma or l… See more",https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9IiwicnBfYXV0aG9yOjAiOiJ7XCJuYW1lXCI6XCJtZXJnZWRfcHVibGljX3Bvc3RzXCIsXCJhcmdzXCI6XCJcIn0iLCJycF9sb2NhdGlvbjowIjoie1wibmFtZVwiOlwibG9jYXRpb25cIixcImFyZ3NcIjpcIjExNDQ1OTk5ODU3MTE4MlwifSJ9,https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-6/366537410_10167695812635265_5614280695677031104_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=dd5e9f&_nc_ohc=Wc3gfOBaNEUAX9m8OdH&_nc_ht=scontent-iad3-2.xx&oh=00_AfDGQ1SEFWxRyRDNL58w-fwHY87TGBHrBI1BTHeAcHDc5g&oe=65E63EAD,19,9 comments,9 comments,Alexander R. Pryor,https://www.facebook.com/alexander.r.pryor?__cft__[0]=AZW7VGgaNlsRH19n_6xqUnfHRyrw72i_GR-i3nRfHRUrGMlB1bA8PmLmnz5s__fF-3kgzkyiH5PlGkdYbXKqZbFm8sSzBU20kKzcGjUOlvhg2C8BLU3kgiotAyeJDrKFTEE&__tn__=-]C%2CP-R,"Yellowknife, NT"
"Short update today folks.  We have landed in Yellowknife, but I have not officially cycled into Yellowknife yet.  When I finished my ride for today we had to drive to Yellowknife for accommodations and boy did we get great accommodations.  Thank you @explorerhotelnwt - amazing!!!Todays ride was not great, primarily due to my low energy and how grey and damp it was.  Tomorrow I will head back out of town and officially ride into Yellowknife!!  This of course is my last major… See more",https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9IiwicnBfYXV0aG9yOjAiOiJ7XCJuYW1lXCI6XCJtZXJnZWRfcHVibGljX3Bvc3RzXCIsXCJhcmdzXCI6XCJcIn0iLCJycF9sb2NhdGlvbjowIjoie1wibmFtZVwiOlwibG9jYXRpb25cIixcImFyZ3NcIjpcIjExNDQ1OTk5ODU3MTE4MlwifSJ9,https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-6/366956025_18304367023129506_1767888778837667557_n.jpg?stp=dst-jpg_p960x960&_nc_cat=107&ccb=1-7&_nc_sid=3635dc&_nc_ohc=eFKYP1ZmMGgAX_7giy4&_nc_ht=scontent-iad3-1.xx&oh=00_AfDq21o2tG5gkAYYs55hvs1ac5RwcFBEMleBDpJvx9b0vw&oe=65E6BA28,7,3 comments,3 comments,Matt Devine,https://www.facebook.com/matt.devine.545?__cft__[0]=AZW-21KaFnCAr6KU8C2aDdRoKm50FSKbMAZYraT2RumKvd5xkOvp4Hi7S7temlXrSIRcDi7sPjkhv7oWAVH4xMMg4D0UjqWoUjRglL4-TtNNQyxKFVQOP9bTtz5cdVwvcBw&__tn__=-]C%2CP-R,"Yellowknife, NT"
"From fire on the ground, to fire in the sky. The beginning of the end.",https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9IiwicnBfYXV0aG9yOjAiOiJ7XCJuYW1lXCI6XCJtZXJnZWRfcHVibGljX3Bvc3RzXCIsXCJhcmdzXCI6XCJcIn0iLCJycF9sb2NhdGlvbjowIjoie1wibmFtZVwiOlwibG9jYXRpb25cIixcImFyZ3NcIjpcIjExNDQ1OTk5ODU3MTE4MlwifSJ9,https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-6/371793356_10105916473880847_6916258224547131483_n.jpg?stp=dst-jpg_p960x960&_nc_cat=104&ccb=1-7&_nc_sid=3635dc&_nc_ohc=0eItSde36v4AX_-c2Tk&_nc_ht=scontent-iad3-1.xx&oh=00_AfCZVR__ELzFRNdjJcBSVeFOLFIci-8Z0a_eG4gJkvBXUA&oe=65E565D9,135,12 comments,12 comments,Rodrigo DeCastro,https://www.facebook.com/rodrigo.decastro.1466?__cft__[0]=AZVvwMngIbszG26-Oav-ArMlIbZfy6PDQ36ZWmersNGvj16ZT2TYqrAdb0iYdxGkw31HmWe7cA1ro5dBeMgKL1QYLNn22gXh1z3p78ckAzikeNV9nxA_cpuzfy8WmKXM36I&__tn__=-]C%2CP-R,"Yellowknife, NT"
